birdnet_id,scientific_name,common_name,common_name_alt,taxon_group,record_type,scientific_name_aliases,common_name_aliases,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,wikidata_qid,observations_count,description_source,metadata_quality_score,metadata_quality_flags,image_url,image_author,image_license,image_source,common_name_en,common_name_ru,common_name_es,common_name_de,common_name_cs,common_name_fr,common_name_nl,common_name_pl,common_name_ja,common_name_pt,common_name_ca,common_name_bg,common_name_zh-CN,common_name_no,common_name_sv,common_name_da,common_name_sk,common_name_uk,common_name_tr,common_name_fi,common_name_sr,common_name_es_ES,common_name_es_MX,common_name_pt_PT,common_name_es_EC,common_name_hr,common_name_lt,common_name_fa,common_name_zh,common_name_cy
BN07435,Lampornis sybillae,Green-breasted Mountaingem,Green-breasted Mountain-gem,Aves,species,,,5839,gbmgem1,2476755,347496,4EF756838904A4B5,22687676,gbmgem1,Lampornis sybillae,71940,,135,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lampornis%20sybillae?size=medium,nickbol,cc-by-nc,iNaturalist,Green-breasted Mountaingem,Зеленогрудый солнечник,Colibrí de Sibila,Grünbrustnymphe,kolibřík skvrnkoprsý,Colibri de Sybil,Groenbuikjuweelkolibrie,malachicik zielony,アオムネシロメジリハチドリ,green-breasted mountain-gem,colibrí de la sibil·la,Зеленогърдо планинско колибри,绿胸宝石蜂鸟,flekkbrystjuvel,grönbröstad bergsjuvel,Grønbrystet Bjergjuvel,medovec zelenoprsý,Колібрі-самоцвіт зелений,Yeşil Göğüslü Dağmücevheri,nicaraguanpilvikolibri,Zelenogrudi planinski kolibri,Colibrí de Sibila,Colibrí de Sibila,Green-breasted mountain-gem,Colibrí de Sibila,honduraski kolibrić,Žaliakrūtis lampornis,کوهنگین سینهسبز,Green-breasted Mountaingem,Sïedn mynydd bronwyrdd
BN07436,Lampornis viridipallens,Green-throated Mountaingem,Green-throated Mountain-gem,Aves,species,,,5834,gtmgem1,2476733,240700,9A164FA04DA4CFE2,22687672,gtmgem1,Lampornis viridipallens,71939,,481,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lampornis%20viridipallens?size=medium,mario_trejo,cc-by-nc,iNaturalist,Green-throated Mountaingem,Зеленогорлый солнечник,Colibrí Gorjiescamoso,Grünkehlnymphe,kolibřík salvadorský,Colibri vert-d'eau,Groenkeeljuweelkolibrie,malachicik zielonogardły,アオノドシロメジリハチドリ,green-throated mountain-gem,colibrí de gorja escatosa,Зеленогушо планинско колибри,绿喉宝石蜂鸟,flekkstrupejuvel,grönstrupig bergsjuvel,Grønstrubet Bjergjuvel,medovec zelenohrdlý,Колібрі-самоцвіт зеленогорлий,Yeşil Gerdanlı Dağmücevheri,viherpilvikolibri,Zelenogrli planinski kolibri,Colibrí gorjiescamoso,Colibrí Garganta Verde,Green-throated mountain-gem,Colibrí Gorjiescamoso,sivorepi kolibrić,Žaliagurklis lampornis,کوهنگین گلوسبز,Green-throated Mountaingem,Sïedn mynydd gyddfwyrdd
BN07437,Lamprima aurata,Golden Stag Beetle,,Insecta,species,,,124223,,4736291,,,,,,,,5141,wikipedia,60,few_localized_descriptions|weak_external_ids,https://birdnet.cornell.edu/taxonomy/api/image/Lamprima%20aurata?size=medium,fir0002 flagstaffotos gmail.com Canon 20D + Sigma 150mm f2.8 + Canon MT 24-EX,GFDL 1.2,Wikimedia,Golden Stag Beetle,Ламприма золотистая,,,,,,,アウラタキンイロクワガタ,,,златист рогач,澳洲金锹,,,,,,,,,,,,,,,,澳洲金鍬,
BN07438,Lamprodila rutilans,Lamprodila rutilans,,Insecta,species,,,553152,,8610451,,,,,,,,374,wikipedia,45,missing_image|weak_external_ids|missing_common_name,,,,,,Златка липовая,,Großer Lindenprachtkäfer,krasec lipový,Bupreste rutilant,,Chlubek lipowiec,,,,,,,,,krasoň lipový,Златка липова,,lehmuskauniainen,,,,,,,Liepinis blizgiavabalis,,,
BN07439,Lamprolaima rhami,Garnet-throated Hummingbird,,Aves,species,,,6437,gathum1,2476315,347504,AD61E9298DBF71FC,22687693,gathum1,Lamprolaima rhami,71943,,262,wikipedia,68,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lamprolaima%20rhami?size=medium,Maria Jose Lou,© Macaulay Library,Macaulay Library ML352540391,Garnet-throated Hummingbird,Гранатовогорлый колибри,Colibrí Alicastaño,Granatkehlkolibri,kolibřík rezavokřídlý,Colibri à gorge grenat,Smukkolibrie,tęczownik,ガーネットハチドリ,garnet-throated hummingbird,colibrí de gorja granat,Борово колибри,红喉蜂鸟,granatkolibri,granatstrupe,Granatstrubet Kolibri,medovec hrdzavokrídly,Колібрі багряногорлий,Lal Boğazlı Kolibri,granaattikurkkukolibri,Granatogrli kolibri,Colibrí alicastaño,Colibrí Multicolor,Garnet-throated hummingbird,Colibrí Alicastaño,ružogrli kolibrić,Raudongurklis kolibris,مگسمرغ لعلگلو,红宝石喉蜂鸟,Sïedn gwddf garned
BN07440,Lamprolia klinesmithi,Natewa Silktail,,Aves,species,,,558515,silkta3,9425513,,,103707799,silkta3,Lamprolia klinesmithi,254653,,7,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprolia%20klinesmithi?size=medium,Jonathan Newman,cc-by-nc,iNaturalist,Natewa Silktail,Малая шелкохвостка,Monarca de Natewa,Natewafächerschwanz,,Lamprolie de Vanua Levu,Natewasatijnstaart,satynka lśniąca,ナテワビロードムシクイ,natewa silktail,cuasedós de Natewa,Малка фиджийска копринарка,小丝尾阔嘴鹟,natewasatengstjert,natewasilkesstjärt,Vanua Levu-silkeryg,batistár perleťový,Шовкохвіст натеванський,Vanua Levu İpeksırtı,,Svilorepa lepezarka sa ostrva Nateva,Monarca de Natewa,Monarca de Natewa,Natewa silktail,Monarca de Natewa,kratkorepa lepezašica,Mažoji šilkauodegė,ابریشمدم ناتوا,拿特哇絲尾鶲,
BN07441,Lamprolia victoriae,Taveuni Silktail,,Aves,species,,,559413,silkta2,2486653,559178,,103707785,silkta2,Lamprolia victoriae,75794,,12,wikipedia,84,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprolia%20victoriae?size=medium,Bird Explorers,cc-by-nc,iNaturalist,Taveuni Silktail,Шелкохвостка,Monarca de Taveuni,Seidenfächerschwanz,muchálek horský,Lamprolie queue-de-soie,Taveunisatijnstaart,satynka fidżyjska,ビロードムシクイ,taveuni silktail,cuasedós de Taveuni,Голяма фиджийска копринарка,丝尾阔嘴鹟,taveunisatengstjert,taveunisilkesstjärt,Silkeryg,batistár kráľovský,Шовкохвіст тавеунійський,Taveuni İpeksırtı,silkkipyrstömonarkki,Svilorepa lepezarka sa ostrva Taveuni,Monarca de Taveuni,Monarca de Taveuni,Taveuni silktail,Monarca de Taveuni,bjelorepa lepezašica,Šilkauodegė,دمابریشمی,塔韋烏尼絲尾鶲,Aderyn cynffon loyw
BN07442,Lampropeltis holbrooki,Speckled Kingsnake,,Reptilia,species,,,29818,,7915678,1240243,,,t-11745623,,938428,,5466,wikipedia,59,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lampropeltis%20holbrooki?size=medium,Yinan Li,cc-by-nc,iNaturalist,Speckled Kingsnake,,Falsa coralillo real moteada,Gefleckte Kettennatter,korálovka pruhovaná skvrnitá,,Lampropeltis getula holbrooki,,,Cobra-rei-pintada,,,星点王蛇,,,Spættet Kongesnog,,Королівська змія крапчаста,,,,,,,,,,,,
BN07443,Lampropeltis ruthveni,Ruthvens Kingsnake,,Reptilia,species,,,29803,,2429508,159190,,,t-12097771,Allophryne ruthveni,100249,,49,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lampropeltis%20ruthveni?size=medium,Leonardo M. Martínez-Campos,cc-by-nc,iNaturalist,Ruthvens Kingsnake,,Falsa coralillo real de Ruthven,Ruthvens Königsnatter,korálovka Ruthvenova,,,,,,,,露云尼王蛇,,,,,Королівська змія Рутвена,,,,,,,,,,,,
BN07444,Lampropsar tanagrinus,Velvet-fronted Grackle,,Aves,species,,,10696,vefgra1,2484188,84807,1D065546358EE8B8,22724283,vefgra1,Lampropsar tanagrinus,79156,,90,wikipedia,84,,https://birdnet.cornell.edu/taxonomy/api/image/Lampropsar%20tanagrinus?size=medium,Sergey Pisarevskiy,cc-by-nc-sa,iNaturalist,Velvet-fronted Grackle,Танагровый трупиал,Chango Terciopelo,Samtstirnstärling,vlhovec sametový,Carouge velouté,Pluchekoptroepiaal,tanagrokacyk,ビロードムクドリモドキ,iraúna-velada,federal de vellut,Кадифен трупиал,,fløyelstrupial,sammetstrupial,Fløjlspandet Stærling,vlhovec lužný,Трупіал танагровий,Kadife Kiskal,samettiturpiaali,Somotastočeli kukuruzar,Chango terciopelo,Chango Terciopelo,Iraúna-velada,Clarinero Frentiafelpado,crni vranjak,,سیاهپر پیشانیمخملی,绒额拟鹩哥属,Gregl loyw
BN07445,Lamprospiza melanoleuca,Red-billed Pied Tanager,,Aves,species,,,10713,rbptan1,2488682,62215,099CDCB984AE1157,22722139,rbptan1,Lamprospiza melanoleuca,78650,,93,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprospiza%20melanoleuca?size=medium,Bradley Davis,© Macaulay Library,Macaulay Library ML174374031,Red-billed Pied Tanager,Красноклювая силипипа,Tangara Piquirroja,Rotschnabel-Stärlingstangare,tangara červenozobá,Lamprospize noir et blanc,Roodsnaveltangare,czerwonodziób,アカハシフウキンチョウ,pipira-de-bico-vermelho,tàngara bec-roja,Червеноклюна танагра,红嘴唐纳雀,rødnebbtanagar,rödnäbbad falsktangara,Rødnæbbet Tangar,kráska červenozobá,Танагра червонодзьоба,Kırmızı Gagalı Tangara,verinokkatangara,Crvenokljuna crno-bela tangara,Tangara piquirroja,Tangara Piquirroja,Pipira-de-bico-vermelho,Tangara Pintada de Pico Rojo,crvenokljuna tangarolika,,فرخنده ابلق نوکسرخ,,Tanagr picoch
BN07446,Lamprotornis acuticaudus,Sharp-tailed Starling,,Aves,species,,,14932,stgsta1,2489082,451395,,22710710,stgsta1,Lamprotornis acuticaudus,76389,,40,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20acuticaudus?size=medium,markus lilje,cc-by-nc-nd,iNaturalist,Sharp-tailed Starling,Клинохвостый спрео,Estornino Colifino,Keilschwanz-Glanzstar,leskoptev ostroocasá,Choucador à queue fine,Pijlstaartglansspreeuw,błyszczak ostrosterny,クサビオテリムク,sharp-tailed starling,estornell cuafí,Клиноопашат скорец,楔尾丽椋鸟,kilestjertglansstær,spetsstjärtad glansstare,Kilehaleglansstær,liskavec ostrochvostý,Мерл гострохвостий,Sivri Kuyruklu Sığırcık,suippopyrstökottarainen,Oštrorepi čvorak,Estornino colifino,Estornino Colifino,Sharp-tailed starling,Estornino Colifino,zelenorepi čvorak,,,,Drudwen loyw lostfain
BN07447,Lamprotornis albicapillus,White-crowned Starling,,Aves,species,,,517006,whcsta3,6100942,1851197,A77D4A7726379E36,22710813,whcsta3,Lamprotornis albicapillus,76404,,55,wikipedia,60,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20albicapillus?size=medium,Ian Davies,© Macaulay Library,Macaulay Library ML247088471,White-crowned Starling,Белошапочный спрео,Estornino Coroniblanco,Weißscheitel-Glanzstar,leskoptev bělohlavá,Spréo à calotte blanche,Witkruinglansspreeuw,błyszczak białogłowy,シラガテリムク,white-crowned starling,estornell de coroneta blanca,Белоглав скорец,白冠丽椋鸟,hvitkronestær,vitkronad glansstare,Hvidkronet Stær,liskavec čiapočkatý,Мерл строкатий,Ak Alınlı Sığırcık,valkolakkikottarainen,Belokapi čvorak,Estornino coroniblanco,Estornino Coroniblanco,White-crowned starling,Estornino Coroniblanco,bjelokapi čvorak,,سار تاجسفید,,Drudwen gorunwen
BN07448,Lamprotornis australis,Burchell's Starling,,Aves,species,,,14931,bugsta1,2489070,451396,996AF595E650454A,22710731,bugsta1,Lamprotornis australis,76391,,1811,wikipedia,78,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20australis?size=medium,Kris Blachowiak,© Macaulay Library,Macaulay Library ML221558481,Burchell's Starling,Большой спрео,Estornino de Burchell,Riesenglanzstar,leskoptev jihoafrická,Choucador de Burchell,Grote glansspreeuw,błyszczak krępy,コシアカテリムク,burchell's starling,estornell de Burchell,Чернобуз скорец,巨丽椋鸟,storglansstær,större glansstare,Kæmpeglansstær,liskavec veľkokrídly,Мерл великий,Büyük Sığırcık,raitapyrstökottarainen,Berčelov čvorak,Estornino de Burchell,Estornino de Burchell,Burchell's starling,Estornino de Burchell,plavi čvorak,,سار استرالیایی,澳洲丽椋鸟,Drudwen loyw Burchell
BN07449,Lamprotornis bicolor,Pied Starling,African Pied Starling,Aves,species,,,517007,afpsta1,6100943,381118,C244BE28A4AE62F8,22710808,afpsta1,Lamprotornis bicolor,,,1629,wikipedia,84,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20bicolor?size=medium,Ian White,cc-by-nc-sa,iNaturalist,Pied Starling,Белогузый спрео,Estornino Bicolor,Zweifarb-Glanzstar,leskoptev dvoubarvá,Spréo bicolore,Tweekleurige glansspreeuw,błyszczak brunatny,シロハラチャムクドリ,african pied starling,estornell bicolor,Двуцветен скорец,非洲丽椋鸟,karoostær,vitgumpad glansstare,Tofarvet Stær,liskavec dvojfarebný,Мерл бурий,Afrika Alaca Sığırcığı,kapinkottarainen,Afrički dvobojni čvorak,Estornino bicolor,Estornino Bicolor,African pied starling,Estornino Bicolor,južnoafrički čvorak,,سار ابلق,Pied Starling,Drudwen fraith
BN07450,Lamprotornis caudatus,Long-tailed Glossy Starling,,Aves,species,,,14928,ltgsta1,2489076,85071,,22710744,ltgsta1,Lamprotornis caudatus,,,1131,wikipedia,94,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20caudatus?size=medium,Nick Hobgood,cc-by-nc-nd,iNaturalist,Long-tailed Glossy Starling,Длиннохвостый спрео,Estornino Colilargo,Langschwanz-Glanzstar,leskoptev dlouhoocasá,Choucador à longue queue,Groene langstaartglansspreeuw,błyszczak długosterny,オナガテリムク,long-tailed glossy starling,estornell cuallarg,Дългоопашат скорец,长尾丽椋鸟,langstjertglansstær,långstjärtad glansstare,Langhalet Glansstær,liskavec dlhochvostý,Мерл довгохвостий,Uzun Kuyruklu Sığırcık,pitkäpyrstökottarainen,Dugorepi sjajni čvorak,Estornino colilargo,Estornino Colilargo,Long-tailed glossy starling,Estornino Colilargo,dugorepi čvorak,,,長尾輝椋鳥,Drudwen loyw gynffonhir
BN07451,Lamprotornis chalcurus,Bronze-tailed Starling,,Aves,species,,,14938,btgsta1,2489083,451397,AEEED5D0B888A356,22710682,btgsta1,Lamprotornis chalcurus,76386,,120,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20chalcurus?size=medium,G. VIGO,cc-by-nc,iNaturalist,Bronze-tailed Starling,Бронзовохвостый спрео,Estornino Colibronceado,Erzglanzstar,leskoptev bronzová,Choucador à queue violette,Bronsstaartglansspreeuw,błyszczak spiżowosterny,ブロンズテリムク,bronze-tailed starling,estornell cuabronzat,Бронзовоопашат скорец,短尾丽椋鸟,bronsestjertglansstær,bronsstjärtad glansstare,Bronzehalet Glansstær,liskavec pôvabný,Мерл бронзовохвостий,Bronz Kuyruklu Sığırcık,pronssipyrstökottarainen,Bronzorepi čvorak,Estornino colibronceado,Estornino Colibronceado,Bronze-tailed starling,Estornino Colibronceado,brončanorepi čvorak,,,,Drudwen loyw gynffon efydd
BN07452,Lamprotornis chalybaeus,Greater Blue-eared Starling,,Aves,species,,,14923,gbesta1,2489071,381108,7DDB347EDFED5A66,22710689,gbesta1,Lamprotornis chalybaeus,20316,,3053,wikipedia,88,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20chalybaeus?size=medium,matthewkwan,cc-by-nd,iNaturalist,Greater Blue-eared Starling,Синеухий спрео,Estornino Orejiazul,Grünschwanz-Glanzstar,leskoptev kovová,Choucador à oreillons bleus,Groenstaartglansspreeuw,błyszczak stalowy,セイキムクドリ,estorninho-metálico-lamurioso,estornell d'orelles blaves,Голям синьоух скорец,蓝耳丽椋鸟,blåøreglansstær,blåkindad glansstare,Blåøret Glansstær,liskavec kovový,Мерл зелений,Büyük Mavikulak Sığırcık,kyläloistokottarainen,Veliki plavouhi čvorak,Estornino orejiazul,Estornino Orejiazul,Estorninho-metálico-lamurioso,Estornino Orejiazul,plavoboki čvorak,,,藍耳麗椋鳥,Drudwen loyw glustlas fawr
BN07453,Lamprotornis chloropterus,Lesser Blue-eared Starling,,Aves,species,,,547211,lbesta1,2489077,451398,0AA15ACA2E568BF3,106005777,lbesta1,Lamprotornis chloropterus,1203036,,201,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20chloropterus?size=medium,Peter Steward,cc-by-nc,iNaturalist,Lesser Blue-eared Starling,Блестящий спрео,Estornino de Swainson,Messingglanzstar,leskoptev malá,Choucador de Swainson,Blauwoorglansspreeuw,błyszczak niebieskouchy,コセイキムクドリ,lesser blue-eared starling,estornell de Swainson,Малък синьоух скорец,小蓝耳丽椋鸟,småglansstær,mindre glansstare,Lille Blåøret Glansstær,liskavec modrosluchý,Мерл синьощокий,Küçük Mavikulak Sığırcık,purppuraperäkottarainen,Mali plavouhi čvorak,Estornino de Swainson,Estornino de Swainson,Lesser blue-eared starling,Estornino de Swainson,plavouhi čvorak,,,,Drudwen loyw glustlas fach
BN07454,Lamprotornis fischeri,Fischer's Starling,,Aves,species,,,517005,fissta1,5845379,451400,4FF4CAF8790799B0,22710804,fissta1,Lamprotornis fischeri,,,138,wikipedia,82,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20fischeri?size=medium,Jan Ebr &amp; Ivana Ebrová,cc-by,iNaturalist,Fischer's Starling,Светлобрюхий спрео,Estornino de Fischer,Fischerglanzstar,leskoptev tříbarvá,Spréo de Fischer,Fischerglansspreeuw,błyszczak szarawy,シロハラハイムクドリ,fischer's starling,estornell de Fischer,Белокорем скорец,费氏丽椋鸟,gråbryststær,gråbröstad glansstare,Askestær,liskavec bledý,Мерл сірий,Finsch Sığırcığı,harmaakottarainen,Fišerov čvorak,Estornino de Fischer,Estornino de Fischer,Fischer's starling,Estornino de Fischer,bjelotrbi čvorak,,سار فیشر,,Drudwen Fischer
BN07455,Lamprotornis hildebrandti,Hildebrandt's Starling,,Aves,species,,,14934,hilsta1,2489078,451401,621F6E0724114D7C,22710779,hilsta1,Lamprotornis hildebrandti,76396,,696,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20hildebrandti?size=medium,Jean-Paul Boerekamps,cc0,iNaturalist,Hildebrandt's Starling,Рыжебрюхий спрео,Estornino de Hildebrant,Hildebrandtglanzstar,leskoptev Hildebrandtova,Choucador de Hildebrandt,Hildebrandtglansspreeuw,błyszczak półobrożny,チャバラテリムク,hildebrandt's starling,estornell de Hildebrandt,Ръждивокорем скорец,希氏丽椋鸟,masaistær,massajglansstare,Masai Glansstær,liskavec červenooký,Мерл кенійський,Hildebrant Sığırcığı,keniankottarainen,Crvenooki čvorak,Estornino de Hildebrant,Estornino de Hildebrant,Hildebrandt's starling,Estornino de Hildebrant,riđotrbi čvorak,,سار هیلدبرانت,希氏丽椋鸟,Drudwen Hildebrandt
BN07456,Lamprotornis iris,Emerald Starling,,Aves,species,,,145109,emesta1,5845380,241774,86BC7EC3367479F7,22710642,emesta1,Lamprotornis iris,194929,,60,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20iris?size=medium,Daniel Branch,cc-by-nc,iNaturalist,Emerald Starling,Изумрудный спрео,Estornino Esmeralda,Schillerglanzstar,leskoptev smaragdová,Choucador iris,Smaragdspreeuw,błyszczak tęczowy,エメラルドテリムク,emerald starling,estornell maragda,Смарагдов скорец,翠丽椋鸟,irisglansstær,smaragdglansstare,Smaragdglansstær,liskavec smaragdový,Мерл райдужний,Zümrüdi Sığırcık,guineanloistokottarainen,Smaragdni čvorak,Estornino esmeralda,Estornino Esmeralda,Emerald starling,Estornino Esmeralda,smaragdni čvorak,,سار زمردی,,Drudwen loyw emrallt
BN07457,Lamprotornis mevesii,Meves's Starling,,Aves,species,,,14941,megsta1,2489086,451402,,103871956,megsta1,Lamprotornis mevesii,76392,,1163,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20mevesii?size=medium,Bernard DUPONT,cc-by-sa,iNaturalist,Meves's Starling,Пестрохвостый спрео,Estornino de Meves,Mevesglanzstar,leskoptev baobabová,Choucador de Meves,Meveglansspreeuw,błyszczak ciemny,シマオオナガテリムク,meves's starling,estornell de Meves,Бронзов скорец,米氏丽椋鸟,mopaneglansstær,mopaneglansstare,Mopane Glansstær,liskavec tmavý,Мерл темний,Meves Sığırcığı,peitsipyrstökottarainen,Mevesov čvorak,Estornino de Meves,Estornino de Meves,Meves's starling,Estornino de Meves,klinastorepi čvorak,,,,Drudwen loyw Meves
BN07458,Lamprotornis nitens,Cape Starling,,Aves,species,,,14930,capgls1,2489073,248151,57BBB7F161268D8F,22710675,capgls1,Lamprotornis nitens,27239,,5223,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20nitens?size=medium,Marie Delport,cc-by-nc,iNaturalist,Cape Starling,Капский спрео,Estornino de El Cabo,Rotschulter-Glanzstar,leskoptev savanová,Choucador à épaulettes rouges,Roodschouderglansspreeuw,błyszczak lśniący,アカガタテリムク,cape starling,estornell del Cap,Капски скорец,红肩辉椋鸟,grønnglansstær,grönglansstare,Rødskuldret Glansstær,liskavec akáciový,Мерл капський,Kap Sığırcığı,turkoosikottarainen,Kapski čvorak,Estornino de El Cabo,Estornino de El Cabo,Cape starling,Estornino de El Cabo,plavozeleni čvorak,,سار صیقلی,,Drudwen loyw y Penrhyn
BN07459,Lamprotornis ornatus,Principe Starling,,Aves,species,,,14924,prgsta1,2489079,451403,A7EA21CAA38C9D95,22710723,prgsta1,Lamprotornis ornatus,76390,,15,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20ornatus?size=medium,Thibaud Aronson,cc-by-sa,iNaturalist,Principe Starling,Украшенный спрео,Estornino de Príncipe,Prinzenglanzstar,leskoptev ozdobná,Choucador de Principé,Principeglansspreeuw,błyszczak ozdobny,プリンシペテリムク,principe starling,estornell de Príncipe,Принсипенски скорец,辉丽椋鸟,príncipeglansstær,príncipeglansstare,Príncipe Glansstær,liskavec ozdobný,Мерл принсипійський,Prinsipe Sığırcığı,príncipenloistokottarainen,Čvorak sa ostrva Prinsipe,Estornino de Príncipe,Estornino de Príncipe,Principe starling,Estornino de Príncipe,principski čvorak,,سار آراسته,,Drudwen loyw Principé
BN07460,Lamprotornis pulcher,Chestnut-bellied Starling,,Aves,species,,,14926,chbsta1,2489087,451404,B92C35668B6FE9C9,22710771,chbsta1,Lamprotornis pulcher,76394,,339,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20pulcher?size=medium,iles-ecologiques,cc-by-nc,iNaturalist,Chestnut-bellied Starling,Краснобрюхий спрео,Estornino Ventrirrufo,Rotbauch-Glanzstar,leskoptev ocelová,Choucador à ventre roux,Roodbuikglansspreeuw,błyszczak kasztanowobrzuchy,ハイガシラテリムク,chestnut-bellied starling,estornell ventre-rogenc,Кестенявокорем скорец,栗腹丽椋鸟,kastanjebukstær,sahelglansstare,Brunbuget Glansstær,liskavec sahelský,Мерл рудочеревий,Kızıl Karınlı Sığırcık,sahelinkottarainen,Crvenotrbi čvorak,Estornino ventrirrufo,Estornino Ventrirrufo,Chestnut-bellied starling,Estornino Ventrirrufo,sahelski čvorak,,سار زیبا,栗腹丽椋鸟,Drudwen dorwinau
BN07461,Lamprotornis purpureus,Purple Starling,,Aves,species,,,14927,pugsta1,2489080,451406,6A0BA87AC4C0BF52,22710668,pugsta1,Lamprotornis purpureus,19301,,633,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20purpureus?size=medium,Simon Bradfield,cc-by-nc,iNaturalist,Purple Starling,Пурпурный спрео,Estornino Purpúreo,Purpurglanzstar,leskoptev fialová,Choucador pourpré,Purperglansspreeuw,błyszczak purpurowy,ムラサキテリムクドリ,estorninho-metálico-de-cauda-curta,estornell porpra,Лилав скорец,紫丽椋鸟,purpurglansstær,purpurglansstare,Purpur glansstær,liskavec purpurový,Мерл пурпуровий,Erguvani Parlak Sığırcık,viikunakottarainen,Ljubičasti čvorak,Estornino purpúreo,Estornino Purpúreo,Estorninho-metálico-de-cauda-curta,Estornino Purpúreo,zlatnooki čvorak,,,,Drudwen loyw borffor
BN07462,Lamprotornis purpuroptera,Rüppell's Starling,,Aves,species,,,72967,ruegls1,7341507,451407,,22710751,ruegls1,Lamprotornis purpuroptera,199297,,1619,wikipedia,76,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20purpuroptera?size=medium,Nik Borrow,cc-by-nc,iNaturalist,Rüppell's Starling,Пурпурнокрылый спрео,Estornino de Rüppell,Schweifglanzstar,leskoptev proužkoocasá,Choucador de Rüppell,Blauwe langstaartglansspreeuw,błyszczak purpurowosterny,コオナガテリムク,rüppell's starling,estornell de Rüppell,Лилавоопашат скорец,卢氏丽椋鸟,fiolettglansstær,blågrön glansstare,Blågrøn Glansstær,liskavec fialový,Мерл бронзовоголовий,Rüppell Sığırcığı,pronssipääkottarainen,Ripelov čvorak,Estornino de Rüppell,Estornino de Rüppell,Rüppell's starling,Estornino de Rüppell,brončanokapi čvorak,Purpurauodegis blizgusis varnėnas,,盧氏麗椋鳥,Drudwen Ruppell
BN07463,Lamprotornis regius,Golden-breasted Starling,,Aves,species,,,145110,gobsta5,5845381,451408,EE674721A9C663AD,22710817,gobsta5,Lamprotornis regius,76405,,303,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20regius?size=medium,Nik Borrow,cc-by-nc,iNaturalist,Golden-breasted Starling,Королевский спрео,Estornino Pechidorado,Königsglanzstar,leskoptev zlatoprsá,Choucador royal,Koningsglansspreeuw,błyszczak królewski,キンムネオナガテリムク,golden-breasted starling,estornell reial,Царски скорец,金胸丽椋鸟,kongestær,guldbröstad glansstare,Kongeglansstær,liskavec kráľovský,Мерл золотогрудий,Altın Karınlı Sığırcık,paratiisikottarainen,Zlatogrudi čvorak,Estornino pechidorado,Estornino Pechidorado,Golden-breasted starling,Estornino Pechidorado,zlatnotrbi čvorak,,,金胸麗椋鳥,Drudwen eurdor
BN07464,Lamprotornis shelleyi,Shelley's Starling,,Aves,species,,,14933,shesta1,2489081,451409,,22710775,shesta1,Lamprotornis shelleyi,76395,,37,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Lamprotornis%20shelleyi?size=medium,markus lilje,cc-by-nc-nd,iNaturalist,Shelley's Starling,Эфиопский спрео,Estornino de Shelley,Shelleyglanzstar,leskoptev východoafrická,Choucador de Shelley,Shelleyglansspreeuw,błyszczak strojny,ムラサキチャバラテリムク,shelley's starling,estornell de Shelley,Червенокорем скорец,雪莱丽椋鸟,akasiestær,myrraglansstare,Sortøret Glansstær,liskavec savanový,Мерл сомалійський,Shelley Sığırcığı,vadikottarainen,Šelijev čvorak,Estornino de Shelley,Estornino de Shelley,Shelley's starling,Estornino de Shelley,brončanokrili čvorak,,سار شلی,,Drudwen Shelley
