birdnet_id,scientific_name,common_name,common_name_alt,taxon_group,record_type,scientific_name_aliases,common_name_aliases,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,wikidata_qid,observations_count,description_source,metadata_quality_score,metadata_quality_flags,image_url,image_author,image_license,image_source,common_name_en,common_name_ru,common_name_es,common_name_de,common_name_cs,common_name_fr,common_name_nl,common_name_pl,common_name_ja,common_name_pt,common_name_ca,common_name_bg,common_name_zh-CN,common_name_no,common_name_sv,common_name_da,common_name_sk,common_name_uk,common_name_tr,common_name_fi,common_name_sr,common_name_es_ES,common_name_es_MX,common_name_pt_PT,common_name_es_EC,common_name_hr,common_name_lt,common_name_fa,common_name_zh,common_name_cy
BN00001,Abeillia abeillei,Emerald-chinned Hummingbird,,Aves,species,,,6028,emchum1,2476145,1507328,B3F5E5E222C2694B,22687170,emchum1,Abeillia abeillei,71831,,149,wikipedia,74,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Abeillia%20abeillei?size=medium,Daniel Mérida,© Macaulay Library,Macaulay Library ML616622465,Emerald-chinned Hummingbird,Изумрудогорлый колибри,Colibrí de Abeillé,Smaragdkehlkolibri,kolibřík smaragdovohrdlý,Colibri d'Abeillé,Smaragdkeelkolibrie,zielaczek,コバシハチドリ,emerald-chinned hummingbird,colibrí d'Abeillé,Смарагдовогушо колибри,翠颏蜂鸟,smaragdstrupekolibri,smaragdstrupe,Smaragdstrube,kolibrík zelenobradý,Колібрі малахітовий,Abeille Kolibrisi,viherleukakolibri,Smaragdnobradi kolibri,Colibrí de Abeillé,Colibrí Pico Corto,Emerald-chinned hummingbird,Colibrí de Abeillé,kratkokljuni kolibrić,Abeilija,مگسمرغ زمردچانه,翠颏蜂鸟,Sïedn gên emrallt
BN00002,Abispa ephippium,Australian hornet,,Insecta,species,,,498926,,1330580,485912,,,,,,,1171,wikipedia,83,,https://birdnet.cornell.edu/taxonomy/api/image/Abispa%20ephippium?size=medium,Ian McMillan,cc-by-nc,iNaturalist,Australian hornet,,,,,,Australian hornet,,,,,,,,,,,,,,,,,,,,,,,
BN00003,Abroscopus albogularis,Rufous-faced Warbler,,Aves,species,,,116786,rufwar1,2493239,752199,684016CBDE2EC973,22715451,rufwar1,Abroscopus albogularis,77292,,799,wikipedia,84,,https://birdnet.cornell.edu/taxonomy/api/image/Abroscopus%20albogularis?size=medium,Ed Thomas,© Macaulay Library,Macaulay Library ML85769661,Rufous-faced Warbler,Рыжещёкая комарница,Mosquitero Carirrufo,Rostwangen-Dickichtsänger,budníček rezavolící,Bouscarle à moustaches,Roodwangboszanger,skrytoczub rdzawolicy,コシジロムシクイ,rufous-faced warbler,abròscop cara-roig,Ръждиволик певец,棕脸鹟莺,rustmaskesanger,rostkindad cettia,Brunmasket Sanger,pradešan červenolíci,Війчик рудощокий,Kızıl Yüzlü Ötleğen,pikkulehväkerttu,Rumenolika grmuša,Mosquitero carirrufo,Mosquitero Carirrufo,Rufous-faced warbler,Mosquitero Carirrufo,riđolica svilorepa,Rudaveidė raštuotoji musinukė,سسک صورتحنایی,棕脸鹟莺,Gwybedog-delor gyddfwyn
BN00004,Abroscopus schisticeps,Black-faced Warbler,,Aves,species,,,116787,blfwar1,2493237,565568,0FD03AFF7192A84C,22715454,blfwar1,Abroscopus schisticeps,77293,,208,wikipedia,78,,https://birdnet.cornell.edu/taxonomy/api/image/Abroscopus%20schisticeps?size=medium,markus lilje,cc-by-nc-nd,iNaturalist,Black-faced Warbler,Чернолицая комарница,Mosquitero Carinegro,Schieferkopf-Dickichtsänger,budníček černolící,Bouscarle à face noire,Zwartmaskerboszanger,skrytoczub ciemnolicy,カオグロムシクイ,black-faced warbler,abròscop emmascarat,Чернолик певец,黑脸鹟莺,svartmaskesanger,svartkindad cettia,Sortmasket Sanger,pradešan čiernolíci,Війчик чорнощокий,Siyah Yüzlü Ötleğen,naamiolehväkerttu,Crnolika grmuša,Mosquitero carinegro,Mosquitero Carinegro,Black-faced warbler,Mosquitero Carinegro,crnolica svilorepa,Juodaveidė raštuotoji musinukė,سسک روسیاه,黑脸鹟莺,Gwybedog-delor wynebddu
BN00005,Abroscopus superciliaris,Yellow-bellied Warbler,,Aves,species,,,116788,yebwar1,2493238,330771,A8F5D21FA348AD98,22731005,yebwar1,Abroscopus superciliaris,77294,,416,wikipedia,82,,https://birdnet.cornell.edu/taxonomy/api/image/Abroscopus%20superciliaris?size=medium,Natthaphat Chotjuckdikul,© Macaulay Library,Macaulay Library ML187385731,Yellow-bellied Warbler,Желтобрюхая комарница,Mosquitero Cejiblanco,Bambusdickichtsänger,budníček šedokorunkatý,Bouscarle à sourcils blancs,Bamboeboszanger,skrytoczub białobrewy,マミジロムシクイ,yellow-bellied warbler,abròscop cellablanc,Жълтокорем певец,黄腹鹟莺,hvitbrynsanger,gulbukig cettia,Gulbuget Sanger,pradešan bambusový,Війчик білобровий,Sarı Karınlı Ötleğen,bambulehväkerttu,Žutotrba grmuša,Mosquitero cejiblanco,Mosquitero Cejiblanco,Yellow-bellied warbler,Mosquitero Cejiblanco,žutotrba svilorepa,Geltonpilvė raštuotoji musinukė,سسک شکمزرد,黄腹鹟莺,Gwybedog-delor torfelyn
BN00006,Aburria aburri,Wattled Guan,,Aves,species,,,2103,watgua1,2482313,125058,50A427758325F170,22678440,watgua1,Aburria aburri,70214,,188,wikipedia,94,,https://birdnet.cornell.edu/taxonomy/api/image/Aburria%20aburri?size=medium,Alejandro Bayer Tamayo,cc-by-sa,iNaturalist,Wattled Guan,Серёжчатый гуан,Pava Aburria,Lappenguan,guan aburri,Pénélope aburri,Lelgoean,grdacz soplowaty,ニクダレシャクケイ,wattled guan,guan camagroc,Голям черен гуан,肉垂冠雉,gulflikhokko,flikguan,Lappepenelopehøne,morkovec lalôčkový,Абурі,Küpeli Guan,helttasaku,Resasti guan,Pava aburria,Pava Aburria,Wattled guan,,plavokljuni guan,Aburija,شبخروش غبغبکی,肉垂冠雉,Gwân tagellog
BN00007,Acanthacris ruficornis,Garden Locust,,Insecta,species,,,132429,,1705891,274599,,,,,,,4081,wikipedia,75,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthacris%20ruficornis?size=medium,Joachim Louis,cc-by-nc-nd,iNaturalist,Garden Locust,,,,,,Tuinsprinkhaan,,,,,,,,,,,,,,,,,,,,,,,
BN00008,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,,Aves,species,,,12677,spchon1,2487054,266413,BFB1C22E3E0ED8C7,22704451,spchon1,Acanthagenys rufogularis,75063,,3319,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthagenys%20rufogularis?size=medium,Nik Borrow,cc-by-nc,iNaturalist,Spiny-cheeked Honeyeater,Розовоклювый серёжкоух,Mielero Golicanelo,Braunkehl-Honigfresser,medosavka modrooká,Méliphage à bavette,Goudkeelhoningeter,kolcoliczek,ケミミミツスイ,spiny-cheeked honeyeater,menjamel galtaespinós,Ръждивогуш медояд,刺颊垂蜜鸟,rosennebbhonningeter,rosanäbbad honungsfågel,Grågumpet Honningæder,medárik hnedohrdlý,Медолюб-дзвіночок,Diken Yanaklı Balkuşu,mustapyrstömesikko,Oštrobrki medojed,Mielero golicanelo,Mielero Golicanelo,Spiny-cheeked honeyeater,Mielero Golicanelo,ružičastokljuni medojed,,عسلخوار چانهخاردار,刺颊垂蜜鸟,Melysor barfog
BN00009,Acanthidops bairdi,Peg-billed Finch,,Aves,species,,,10583,pebfin1,5788831,200166,5CCF7540501E4A68,22723128,pebfin1,Acanthidops bairdi,,,57,wikipedia,82,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthidops%20bairdi?size=medium,Ken Chamberlain,cc-by-nc,iNaturalist,Peg-billed Finch,Остроклювый овсяночник,Yal Costarricense,Vulkanammertangare,pěnkavka Bairdova,Bec-en-cheville gris,Wigsnavelgors,bambusozięb ostrodzioby,ハシナガシトド,peg-billed finch,frigil becfí,Тънкоклюна чинкова танагра,尖嘴雀鹀,spissnebbspurv,spetsnäbbad tangara,Spidsnæbbet Finke,pinkavka sivá,Шиферка гостродзьоба,Sivri Gagalı İspinoz,kiilanokkasirkku,Šiljokljuna zeba,Yal costarricense,Yal Costarricense,Peg-billed finch,Yal Costarricense,klinastokljuni sjemenar,,سهره نوکمیخی,尖嘴雀鹀,Pila Baird
BN00010,Acanthinodera cumingii,Acanthinodera cumingii,,Insecta,species,,,556670,,1100392,2138409,,,,,,,1279,wikipedia,60,missing_common_name,https://birdnet.cornell.edu/taxonomy/api/image/Acanthinodera%20cumingii?size=medium,edonoso,cc-by-nc,iNaturalist,Acanthinodera Cummingi,,Madre de la culebra,,,Acanthinodera cumingi,Acanthinodera cumingi,,,,,Acanthinodera cumingi,,,,,,,,,,,,,,,,,,
BN00011,Acanthis flammea,Redpoll,,Aves,species,Acanthis cabaret|Carduelis flammea,,145300,redpol1,2494622,1603565,A2BB98A9,22725044,redpol1,Acanthis flammea,223,,43577,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthis%20flammea?size=medium,Bill Bouton,cc-by-nc,iNaturalist,Redpoll,Чечётка,Pardillo Sizerín,Birkenzeisig,čečetka zimní,Sizerin flammé,Barmsijs,czeczotka,ベニヒワ,pintarroxo-de-queixo-preto,passerell gorjanegre septentrional,Брезова скатия,白腰朱顶雀,gråsisik,gråsiska,Gråsisken,stehlík čečetka,Чечітка звичайна,Huş İsketesi,urpiainen,Juričica,Pardillo sizerín,Pardillo Sizerín,Pintarroxo-de-queixo-preto,Pardillo Sizerín,sjeverna juričica,Paprastasis čimčiakas,زلفقرمزی معمولی,,Llinos bengoch gyffredin
BN00012,Acanthisitta chloris,Rifleman,,Aves,species,,,7254,riflem1,5229954,57068,7D5E37D94F5EBA80,22698577,riflem1,Acanthisitta chloris,,,1911,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthisitta%20chloris?size=medium,James Bailey,cc-by-nc,iNaturalist,Rifleman,Зелёный стрелок,Acantisita Verdoso,Grünstummelschwanz,pokřovník zelený,Xénique grimpeur,Geweervogel,barglik,ミドリイワサザイ,rifleman,acantisita bec d'alena,Зелено новозеландско орехче,刺鹩,skogklatresmett,klättersmyg,Klatresmutte,striežik zelenkavý,Стрілець,Nişancı,metsävilistäjä,Carić puškar,Acantisita verdoso,Acantisita Verdoso,,Acantisita Verdoso,šumski palčac,Žalioji pita,,刺鹩,Reifflwr
BN00013,Acanthiza apicalis,Inland Thornbill,,Aves,species,,,72439,inltho1,7341406,117185,4413633D7302ECEE,22731025,inltho1,Acanthiza apicalis,79274,,1218,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20apicalis?size=medium,wacrakey,cc-by-nc,iNaturalist,Inland Thornbill,Пестрогрудая шипоклювка,Acantiza Apical,Stelzschwanz-Dornschnabel,střízlíkovec australský,Acanthize troglodyte,Roodstuitdoornsnavel,buszówka szerokosterna,ヒロオトゲハシムシクイ,inland thornbill,acantiza caragolet,Пъстрогуш шипоклюн певец,宽尾刺嘴莺,krattornsmett,inlandstaggnäbb,Bredhalet Mejsesanger,ostrozobka hnedochvostá,Шиподзьоб широкохвостий,Al Gözlü Dikengaga,vipeväotsamaluri,Australijska trnokljunka,Acantiza apical,Acantiza Apical,Inland thornbill,Acantiza Apical,pjegavočela trnokljunka,Plačiauodegis spygliasnapis,نوکخاری دمپهن,宽尾刺嘴莺,Dreinbig y canoldir
BN00014,Acanthiza chrysorrhoa,Yellow-rumped Thornbill,,Aves,species,,,13469,yertho1,5230400,108821,B1B0E34392DDCE8B,22704647,yertho1,Acanthiza chrysorrhoa,75114,,5750,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20chrysorrhoa?size=medium,Scott Rolph,cc-by-nc,iNaturalist,Yellow-rumped Thornbill,Желтопоясничная шипоклювка,Acantiza Culigualda,Gelbbürzel-Dornschnabel,střízlíkovec žlutokostřecový,Acanthize à croupion jaune,Geelstuitdoornsnavel,buszówka żółtorzytna,コモントゲハシムシクイ,yellow-rumped thornbill,acantiza de carpó groc,Жълтокръст шипоклюн певец,黄尾刺嘴莺,gulgumptornsmett,gulgumpad taggnäbb,Gulgumpet Mejsesanger,ostrozobka lúčna,Шиподзьоб жовтогузий,Sarı Belli Dikengaga,keltaperämaluri,Žutoleđa trnokljunka,Acantiza culigualda,Acantiza Culigualda,Yellow-rumped thornbill,Acantiza Culigualda,biserastočela trnokljunka,Geltonsturplis spygliasnapis,نوکخاری دمگاهزرد,黄尾刺嘴莺,Dreinbig tinfelyn
BN00015,Acanthiza cinerea,Grey Thornbill,Gray Thornbill,Aves,species,,,544593,mouger1,7525221,2489339,BCF9128E7F03E4FA,22704665,mouger1,Acanthiza cinerea,75120,,3,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20cinerea?size=medium,Marc Thibault,cc-by-nc,iNaturalist,Grey Thornbill,Белопоясничная геригона,Acantiza Gris,Weißbürzel-Dornschnabel,střízlíkovec šedý,Acanthize gris,Grijze doornsnavel,buszówka szara,ハイイロセンニョムシクイ,gray thornbill,acantiza argentada,Сив шипоклюн певец,新几内亚噪刺莺,gråtornsmett,grå taggnäbb,Grå Mejsesanger,ostrozobka sivá,Ріроріро новогвінейський,Gri Dikengaga,harmaakeijumaluri,Siva trnokljunka,Acantiza gris,Acantiza Gris,Gray thornbill,Acantiza Gris,sivo-bijela trnokljunka,Kalninė gerigona,خوشنوای خاکستری,Grey Thornbill,Caniedydd llwyd
BN00016,Acanthiza ewingii,Tasmanian Thornbill,,Aves,species,,,13465,tastho1,5230404,117186,14B9284755AAB3CF,22704635,tastho1,Acanthiza ewingii,75110,,529,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20ewingii?size=medium,Indra Bone,© Macaulay Library,Macaulay Library ML125526181,Tasmanian Thornbill,Тасманийская шипоклювка,Acantiza de Tasmania,Tasmandornschnabel,střízlíkovec jižní,Acanthize de Tasmanie,Tasmaanse doornsnavel,buszówka rdzawoczelna,タスマニアトゲハシムシクイ,tasmanian thornbill,acantiza de Tasmània,Тасманийски шипоклюн певец,塔岛刺嘴莺,tasmantornsmett,tasmantaggnäbb,Tasmansk Mejsesanger,ostrozobka tasmánska,Шиподзьоб тасманійський,Tasmanya Dikengagası,tasmaniantiaismaluri,Tasmanijska trnokljunka,Acantiza de Tasmania,Acantiza de Tasmania,Tasmanian thornbill,Acantiza de Tasmania,pjegavogrla trnokljunka,Tasmaninis spygliasnapis,نوکخاری تاسمانی,,Dreinbig Tasmania
BN00017,Acanthiza inornata,Western Thornbill,,Aves,species,,,13466,westho1,5230408,117188,6601168A1B3CCECF,22704641,westho1,Acanthiza inornata,75112,,332,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20inornata?size=medium,Jordan M,cc-by-nc,iNaturalist,Western Thornbill,Лесная шипоклювка,Acantiza Sencilla,Walddornschnabel,střízlíkovec západoaustralský,Acanthize sobre,Kaap-Leeuwindoornsnavel,buszówka uboga,ニシトゲハシムシクイ,western thornbill,acantiza occidental,Западен шипоклюн певец,西刺嘴莺,vesttornsmett,västlig taggnäbb,Vestlig Mejsesanger,ostrozobka plavá,Шиподзьоб лісовий,Batılı Boz Dikengaga,matkijatiaismaluri,Zapadna trnokljunka,Acantiza sencilla,Acantiza Sencilla,Western thornbill,Acantiza Sencilla,ljuskastoglava trnokljunka,Vakarinis spygliasnapis,نوکخاری غربی,,Dreinbig y Gorllewin
BN00018,Acanthiza iredalei,Slender-billed Thornbill,,Aves,species,,,13472,slbtho2,5230405,117189,D6ACB3613D00F2E4,22704644,slbtho2,Acanthiza iredalei,75113,,123,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20iredalei?size=medium,Tom Hunt,cc-by-nc,iNaturalist,Slender-billed Thornbill,Тонкоклювая шипоклювка,Acantiza de Iredale,Grunddornschnabel,střízlíkovec jihoaustralský,Acanthize d'Iredale,Mulgadoornsnavel,buszówka mała,キゴシトゲハシムシクイ,slender-billed thornbill,acantiza d'Iredale,Пъстрочел шипоклюн певец,细嘴刺嘴莺,alvetornsmett,nullarbortaggnäbb,Tyndnæbbet Mejsesanger,ostrozobka štíhlozobá,Шиподзьоб карликовий,Boz Dikengaga,pikkutiaismaluri,Tankokljuna trnokljunka,Acantiza de Iredale,Acantiza de Iredale,Slender-billed thornbill,Acantiza de Iredale,ljuskastočela trnokljunka,Plonasnapis spygliasnapis,نوکخاری نوکباریک,细嘴刺嘴莺,Dreinbig sampier
BN00019,Acanthiza katherina,Mountain Thornbill,,Aves,species,,,13474,moutho1,5230409,117190,,22704627,moutho1,Acanthiza katherina,75108,,74,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20katherina?size=medium,Steve Murray,cc-by-nc,iNaturalist,Mountain Thornbill,Горная шипоклювка,Acantiza Montana,Bergdornschnabel,střízlíkovec queenslandský,Acanthize des montagnes,Athertondoornsnavel,buszówka jasnooka,ヤマトゲハシムシクイ,mountain thornbill,acantiza muntanyenca,Куинслендски шипоклюн певец,山刺嘴莺,bergtornsmett,höglandstaggnäbb,Bjergmejsesanger,ostrozobka džungľová,Шиподзьоб квінслендський,Dağ Dikengagası,vuoritiaismaluri,Planinska trnokljunka,Acantiza montana,Acantiza Montana,Mountain thornbill,Acantiza Montana,gorska trnokljunka,Kalninis spygliasnapis,نوکخاری کوهی,,Dreinbig mynydd
BN00020,Acanthiza lineata,Striated Thornbill,,Aves,species,,,13467,strtho1,5230401,117191,D0A0845AEB53B7CE,22704656,strtho1,Acanthiza lineata,75117,,3277,wikipedia,60,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20lineata?size=medium,David Cook,cc-by-nc,iNaturalist,Striated Thornbill,Пёстрая шилоклювка,Acantiza Estriada,Stricheldornschnabel,střízlíkovec blahovičníkový,Acanthize ridé,Twijgdoornsnavel,buszówka kreskowana,ムナフトゲハシムシクイ,striated thornbill,acantiza pintada,Ивичест шипоклюн певец,纵纹刺嘴莺,stripetornsmett,strimmig taggnäbb,Stribet Mejsesanger,ostrozobka čiarková,Шиподзьоб смугастоволий,Çizgili Dikengaga,ruskopäämaluri,Prugasta trnokljunka,Acantiza estriada,Acantiza Estriada,Striated thornbill,Acantiza Estriada,prugastoglava trnokljunka,Dryžasis spygliasnapis,نوکخاری نواری,,Dreinbig rhesog
BN00021,Acanthiza murina,New Guinea Thornbill,Papuan Thornbill,Aves,species,,,13473,paptho1,5230406,117493,87E8A565C012D9A3,22704624,paptho1,Acanthiza murina,75107,,5,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20murina?size=medium,Nigel Voaden,cc-by,iNaturalist,New Guinea Thornbill,Новогвинейская шипоклювка,Acantiza Papú,Papuadornschnabel,střízlíkovec novoguinejský,Acanthize de Nouvelle-Guinée,Papoeadoornsnavel,buszówka mysia,パプアトゲハシムシクイ,papuan thornbill,acantiza de Nova Guinea,Папуаски шипоклюн певец,巴布亚刺嘴莺,papuatornsmett,papuataggnäbb,Papua Mejsesanger,ostrozobka bledooká,Шиподзьоб новогвінейський,Papua Dikengagası,papuantiaismaluri,Papuanska trnokljunka,Acantiza papú,Acantiza Papú,Papuan thornbill,Acantiza Papú,pjegavolica trnokljunka,Papuasinis spygliasnapis,نوکخاری گینه نو,New Guinea Thornbill,Dreinbig De Vis
BN00022,Acanthiza nana,Yellow Thornbill,,Aves,species,,,13470,yeltho1,5230410,117192,D6D77AFA8F88D1EE,22704653,yeltho1,Acanthiza nana,,,2104,wikipedia,82,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20nana?size=medium,Tom Tarrant,cc-by-nc-sa,iNaturalist,Yellow Thornbill,Жёлтая шипоклювка,Acantiza Enana,Gelbbauch-Dornschnabel,střízlíkovec žlutý,Acanthize nain,Gele doornsnavel,buszówka żółtobrzucha,ヒメトゲハシムシクイ,yellow thornbill,acantiza daurada,Жълт шипоклюн певец,小刺嘴莺,gultornsmett,gul taggnäbb,Gulbuget Mejsesanger,ostrozobka žltobruchá,Шиподзьоб малий,Sarı Dikengaga,keltavatsamaluri,Žuta trnokljunka,Acantiza enana,Acantiza Enana,Yellow thornbill,Acantiza Enana,žuta trnokljunka,Geltonasis spygliasnapis,نوکخاری زرد,,Dreinbig melyn
BN00023,Acanthiza pusilla,Brown Thornbill,,Aves,species,,,13468,brotho1,5230402,117193,8F6C8E9EC201F6D5,22704630,brotho1,Acanthiza pusilla,75109,,11015,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20pusilla?size=medium,Tom Hunt,cc-by-nc,iNaturalist,Brown Thornbill,Малая шипоклювка,Acantiza Parda,Roststirn-Dornschnabel,střízlíkovec rudooký,Acanthize mignon,Bruine doornsnavel,buszówka brązowa,チャイロトゲハシムシクイ,brown thornbill,acantiza frontvermella,Кафяв шипоклюн певец,褐刺嘴莺,bruntornsmett,rostpannad taggnäbb,Brun Mejsesanger,ostrozobka hrdzavočelá,Шиподзьоб бурий,Kahverengi Dikengaga,kaneliperämaluri,Smeđa trnokljunka,Acantiza parda,Acantiza Parda,Brown thornbill,Acantiza Parda,riđočela trnokljunka,Rudasis spygliasnapis,نوکخاری قهوهای,,Dreinbig gwinau
BN00024,Acanthiza reguloides,Buff-rumped Thornbill,,Aves,species,,,13471,burtho1,5230407,117195,7B1144C85E6A53B9,22704638,burtho1,Acanthiza reguloides,75111,,1892,wikipedia,88,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20reguloides?size=medium,Tom Hunt,cc-by-nc,iNaturalist,Buff-rumped Thornbill,Корольковая шипоклювка,Acantiza Reguloide,Goldhähnchen-Dornschnabel,střízlíkovec východoaustralský,Acanthize à croupion beige,Vaalstuitdoornsnavel,buszówka zmienna,ウグイストゲハシムシクイ,buff-rumped thornbill,acantiza reguloide,Оранжевокръст шипоклюн певец,棕尾刺嘴莺,okergumptornsmett,ockragumpad taggnäbb,Brungumpet Mejsesanger,ostrozobka kôrarská,Шиподзьоб золотомушковий,Keten Belli Dikengaga,ruso-otsamaluri,Žutotrba trnokljunka,Acantiza reguloide,Acantiza Reguloide,Buff-rumped thornbill,Acantiza Reguloide,maslinastokapa trnokljunka,Nykštukinis spygliasnapis,نوکخاری کفلکاهی,,Dreinbig rhisgl
BN00025,Acanthiza robustirostris,Slaty-backed Thornbill,,Aves,species,,,13475,slbtho1,5230411,117197,4D64891AF37F353C,22704659,slbtho1,Acanthiza robustirostris,75118,,39,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20robustirostris?size=medium,Martin & Penny Potter,© Macaulay Library,Macaulay Library ML174279051,Slaty-backed Thornbill,Сероспинная шипоклювка,Acantiza Pizarrosa,Graurücken-Dornschnabel,střízlíkovec šedohřbetý,Acanthize ardoisé,Grijsrugdoornsnavel,buszówka śniada,ハイイロトゲハシムシクイ,slaty-backed thornbill,acantiza pissarrosa,Ръждивокръст шипоклюн певец,蓝灰刺嘴莺,mulgatornsmett,gråryggig taggnäbb,Grårygget Mejsesanger,ostrozobka popolavá,Шиподзьоб сіроспинний,Gri Sırtlı Dikengaga,valkovatsamaluri,Sivoleđa trnokljunka,Acantiza pizarrosa,Acantiza Pizarrosa,Slaty-backed thornbill,Acantiza Pizarrosa,olovastokrila trnokljunka,Pilkanugaris spygliasnapis,نوکخاری پشتکبود,蓝灰刺嘴莺,Dreinbig pigdew
BN00026,Acanthiza uropygialis,Chestnut-rumped Thornbill,,Aves,species,,,13464,chrtho1,5230403,117199,27F7E242B91684D2,22704650,chrtho1,Acanthiza uropygialis,75115,,993,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthiza%20uropygialis?size=medium,Anthony Katon,cc-by-nc,iNaturalist,Chestnut-rumped Thornbill,Рыжепоясничная шипоклювка,Acantiza Culirroja,Braunbürzel-Dornschnabel,střízlíkovec světlebřichý,Acanthize à croupion roux,Roodstaartdoornsnavel,buszówka rudorzytna,コシアカトゲハシムシクイ,chestnut-rumped thornbill,acantiza de carpó rogenc,Кестенявокръст шипоклюн певец,栗尾刺嘴莺,kastanjegumptornsmett,rödgumpad taggnäbb,Rødgumpet Mejsesanger,ostrozobka bútľavinová,Шиподзьоб рудогузий,Kestane Belli Dikengaga,pähkinäperämaluri,Kestenjastoleđa trnokljunka,Acantiza culirroja,Acantiza Culirroja,Chestnut-rumped thornbill,Acantiza Culirroja,crnorepa trnokljunka,Rudasturplis spygliasnapis,نوکخاری کفلبلوطی,栗尾刺嘴莺,Dreinbig tinwinau
BN00027,Acanthocinus aedilis,Timberman,,Insecta,species,,,515219,,1102093,1323394,,,,,,,1999,wikipedia,49,missing_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acanthocinus%20aedilis?size=medium,Pierre Bornand,cc-by-nc,iNaturalist,Timberman,Серый длинноусый усач,,Zimmermannsbock,kozlíček dazule,Magistrat,Timmerboktor,Tycz cieśla,,,Banyarriquer del pi,,,tømmermann,större timmerman,Tømmermand,vrzúnik borovicový,Прутиус-трачій,,sarvijaakko,,,,,,,Ilgaūsis Pušiagraužis,,灰长角天牛,
BN00028,Acanthogryllus fortipes,Brown Cricket,,Insecta,species,,,635876,,1721663,,,,,,,,32,wikipedia,64,weak_external_ids,https://birdnet.cornell.edu/taxonomy/api/image/Acanthogryllus%20fortipes?size=medium,Bernard DUPONT,cc-by-sa,iNaturalist,Brown Cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN00029,Acanthoplus discoidalis,Brown Armoured Corncricket,,Insecta,species,,,70001,,1687077,,,,,,,,1134,wikipedia,76,weak_external_ids,https://birdnet.cornell.edu/taxonomy/api/image/Acanthoplus%20discoidalis?size=medium,SoniaSoma,CC BY-SA 3.0,Wikimedia,Brown Armoured Corncricket,,,,,Criquet à armure,,,,,,,,,,,,,,,Афрички оклопни цврчци,,,,,,,جیرجیرک زرهی,,
BN00030,Acanthoplus longipes,Longleg Armoured Corncricket,,Insecta,species,,,433057,,1687086,,,,,,,,181,wikipedia,68,few_localized_descriptions|weak_external_ids,https://birdnet.cornell.edu/taxonomy/api/image/Acanthoplus%20longipes?size=medium,Falense,CC BY-SA 3.0,Wikimedia,Longleg Armoured Corncricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN00031,Acanthorhynchus superciliosus,Western Spinebill,,Aves,species,,,12237,wesspi1,5230471,266335,,22704424,wesspi1,Acanthorhynchus superciliosus,75057,,624,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthorhynchus%20superciliosus?size=medium,J Magoo,cc-by-nc-nd,iNaturalist,Western Spinebill,Западная титиара,Picoespina Occidental,Buntkopf-Honigfresser,jehlozobka západní,Méliphage festonné,Roesthalshoningeter,miodopijek rdzawoszyi,ニシキリハシミツスイ,western spinebill,bec d'espina occidental,Червеноврат медояд,西尖嘴吸蜜鸟,trikolorhonningeter,rosthalsad honungsfågel,Vestlig Seglnæb,peliar hrdzavokrký,Медолюб-шилодзьоб західний,Hercai Kılgaga,vyömesikko,Zapadni tankokljuni medojed,Picoespina occidental,Picoespina Occidental,Western spinebill,Picoespina Occidental,tankokljuni medojed,,خارنوک غربی,西尖嘴吸蜜鳥,Melysor pigfain y Gorllewin
